WKT,nama,deskripsi
"POLYGON ((106.8043837 -6.1703484, 106.8033537 -6.1840016, 106.805757 -6.1997023, 106.8239531 -6.2075525, 106.8476424 -6.199361, 106.8534789 -6.1788817, 106.8466124 -6.1700071, 106.8332228 -6.1686417, 106.8126235 -6.1696657, 106.8043837 -6.1703484))",kota dki jakarta
,
