WKT,nama,deskripsi
"POLYGON ((106.8044485 -6.2128138, 106.8018736 -6.2135391, 106.7984833 -6.2141364, 106.7984833 -6.215203, 106.7983975 -6.2172081, 106.7981829 -6.2192986, 106.7987408 -6.2209624, 106.8005003 -6.2213037, 106.8021311 -6.2223703, 106.8039765 -6.2233942, 106.8053497 -6.2247594, 106.8089976 -6.222029, 106.808783 -6.2190853, 106.8083967 -6.2156296, 106.806766 -6.2152456, 106.8064655 -6.2124725, 106.8044485 -6.2128138))",Stadion gbk
,
