WKT,nama,deskripsi
"POLYGON ((106.824027 -6.1710745, 106.8232545 -6.1720558, 106.8232545 -6.1736772, 106.8232116 -6.1760665, 106.8230399 -6.1779438, 106.8228683 -6.1796504, 106.8238553 -6.1803331, 106.8265161 -6.1802904, 106.8290052 -6.1804611, 106.8313655 -6.1800344, 106.8309793 -6.1790958, 106.8304643 -6.1777305, 106.8302497 -6.1765785, 106.8304214 -6.1751278, 106.8305072 -6.1741038, 106.8297347 -6.1726958, 106.829606 -6.1713305, 106.8277177 -6.1712452, 106.8254861 -6.1711598, 106.824027 -6.1710745))",Monas jakarta
,
