WKT,nama,deskripsi
"POLYGON ((106.7756963 -6.3959121, 106.7827344 -6.4032475, 106.7873693 -6.4037593, 106.7959524 -6.4198798, 106.8055654 -6.403674, 106.8148351 -6.3996651, 106.803248 -6.3948032, 106.795094 -6.3943768, 106.7756963 -6.3959121))",kota adm.depok
,
