WKT,nama,deskripsi
"POLYGON ((106.8832888 -6.2987269, 106.883836 -6.3009131, 106.8840881 -6.3020275, 106.8845119 -6.3030992, 106.8859281 -6.304123, 106.8877735 -6.3050188, 106.889812 -6.3055733, 106.8917432 -6.3060425, 106.8944146 -6.3067036, 106.8975153 -6.3077487, 106.8981764 -6.3066223, 106.8995242 -6.3072448, 106.9005891 -6.3056746, 106.9024613 -6.3057332, 106.9021716 -6.3070875, 106.9015708 -6.3082179, 106.901442 -6.3088151, 106.9018926 -6.309263, 106.9021394 -6.3107186, 106.9041242 -6.3111185, 106.9052508 -6.3085591, 106.9045265 -6.3078553, 106.9059052 -6.3045068, 106.9061412 -6.2995588, 106.9024076 -6.2995374, 106.9019248 -6.2991642, 106.9006696 -6.2992388, 106.8973007 -6.2991322, 106.8891682 -6.2989402, 106.8867972 -6.2987376, 106.8832888 -6.2987269))",Taman mini
,
