WKT,nama,deskripsi
"POLYGON ((106.8165724 -6.3047579, 106.8163149 -6.3057389, 106.8169157 -6.3071466, 106.8162291 -6.3076158, 106.8156282 -6.3092367, 106.8161861 -6.310559, 106.8173019 -6.3109003, 106.8170874 -6.3119666, 106.8173019 -6.3141847, 106.8164436 -6.3155497, 106.8164007 -6.3170426, 106.8180315 -6.317981, 106.8206064 -6.3179383, 106.8233101 -6.3182796, 106.82537 -6.3178957, 106.8254988 -6.3165734, 106.825885 -6.3150378, 106.8260567 -6.3126918, 106.8265717 -6.3115401, 106.8273441 -6.3098765, 106.8269579 -6.308213, 106.8251984 -6.3078717, 106.8252413 -6.3060375, 106.8239538 -6.3058243, 106.8224518 -6.3060802, 106.8211214 -6.3059522, 106.8200485 -6.3052271, 106.818804 -6.305355, 106.8165724 -6.3047579))",Ragunan zoo
,
