WKT,nama,deskripsi
"POLYGON ((106.8509164 -6.2326831, 106.8503585 -6.2330563, 106.8500796 -6.2343575, 106.851131 -6.2352534, 106.8524399 -6.2365119, 106.8517533 -6.237941, 106.8512168 -6.2400741, 106.8515173 -6.2422711, 106.8543497 -6.2419938, 106.853942 -6.2404154, 106.8540063 -6.2390289, 106.8542638 -6.2362346, 106.853427 -6.2341442, 106.8530837 -6.2322884, 106.8522603 -6.2333909, 106.8513081 -6.2334483, 106.8513349 -6.2330083, 106.8509164 -6.2326831))",Tebet eko park
,
