WKT,nama,deskripsi
"POLYGON ((110.3454952 -7.7448637, 110.3300456 -7.7999711, 110.3255824 -7.8003112, 110.3231792 -7.8224201, 110.3575115 -7.8288825, 110.3581981 -7.8333041, 110.3702144 -7.8367052, 110.3870372 -7.8336442, 110.3901271 -7.8377256, 110.40592 -7.8377256, 110.4120998 -7.8217399, 110.4090099 -7.8139168, 110.4096965 -7.7839839, 110.4289226 -7.7829634, 110.4313258 -7.7662952, 110.3963069 -7.7574506, 110.3887538 -7.7594917, 110.381544 -7.7526881, 110.3454952 -7.7448637))",diy jogja
,
